ANO,TABELA_DICIONARIO,VARIAVEL_ORIGINAL,DESCRICAO_OFICIAL,NOTA_OFICIAL,DICIONARIO
2022,Cadastro_Escolas,IN_MATERIAL_ESP_QUILOMBOLA,Materiais didáticos específicos para atendimento à diversidade sociocultural - Quilombolas,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_MATERIAL_ESP_INDIGENA,Materiais didáticos específicos para atendimento à diversidade sociocultural - Indígena,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_MATERIAL_ESP_NAO_UTILIZA,Materiais didáticos específicos para atendimento à diversidade sociocultural - Não utiliza,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_EDUCACAO_INDIGENA,Educação Escolar Indígena,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,TP_INDIGENA_LINGUA,Educação Indígena - Língua em que o ensino é ministrado,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,CO_LINGUA_INDIGENA_1,Educação Indígena - Língua em que o ensino é ministrado - Língua Indígena - Código da Língua Indígena 1,De 2007 a 2018: Apenas uma Língua Indígena,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,CO_LINGUA_INDIGENA_2,Educação Indígena - Língua em que o ensino é ministrado - Língua Indígena - Código da Língua Indígena 2,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,CO_LINGUA_INDIGENA_3,Educação Indígena - Língua em que o ensino é ministrado - Língua Indígena - Código da Língua Indígena 3,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_BRASIL_ALFABETIZADO,Escola cede espaço para turmas do Programa Brasil Alfabetizado,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_FINAL_SEMANA,Escola abre aos finais de semana para a comunidade,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_EXAME_SELECAO,A escola faz exame de seleção para ingresso de seus alunos (avaliação por prova e/ou análise curricular),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_RESERVA_PPI,"Reserva de vagas por sistema de cotas para grupos específicos de alunos - Autodeclarado preto, pardo ou indígena (PPI)",,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_RESERVA_RENDA,Reserva de vagas por sistema de cotas para grupos específicos de alunos - Condição de Renda,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_RESERVA_PUBLICA,Reserva de vagas por sistema de cotas para grupos específicos de alunos - Oriundo de escola pública,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_RESERVA_PCD,Reserva de vagas por sistema de cotas para grupos específicos de alunos - Pessoa com deficiência (PCD),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_RESERVA_OUTROS,Reserva de vagas por sistema de cotas para grupos específicos de alunos - Outros grupos,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_RESERVA_NENHUMA,Reserva de vagas por sistema de cotas para grupos específicos de alunos - Sem reservas de vagas para sistema de cotas (ampla concorrência),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_REDES_SOCIAIS,A escola possui site ou blog ou página em redes sociais para comunicação institucional,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ESPACO_ATIVIDADE,A escola compartilha espaços para atividades de integração escola-comunidade,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ESPACO_EQUIPAMENTO,A escola usa espaços e equipamentos do entorno escolar para atividades regulares com os alunos,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ORGAO_ASS_PAIS,Órgãos colegiados em funcionamento na escola - Associação de Pais,"Em 2019:
Existe adicionalmente a categoria ""9 - Não informado"".",dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ORGAO_ASS_PAIS_MESTRES,Órgãos colegiados em funcionamento na escola - Associação de Pais e Mestres,"Em 2019:
Existe adicionalmente a categoria ""9 - Não informado"".",dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ORGAO_CONSELHO_ESCOLAR,Órgãos colegiados em funcionamento na escola - Conselho Escolar,"Em 2019:
Existe adicionalmente a categoria ""9 - Não informado"".",dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ORGAO_GREMIO_ESTUDANTIL,Órgãos colegiados em funcionamento na escola - Grêmio Estudantil,"Em 2019:
Existe adicionalmente a categoria ""9 - Não informado"".",dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ORGAO_OUTROS,Órgãos colegiados em funcionamento na escola - Outros,"Em 2019:
Existe adicionalmente a categoria ""9 - Não informado"".",dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ORGAO_NENHUM,Órgãos colegiados em funcionamento na escola - Não há órgãos colegiados em funcionamento,"Em 2019:
Existe adicionalmente a categoria ""9 - Não informado"".",dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,TP_PROPOSTA_PEDAGOGICA,O projeto político pedagógico ou a proposta pedagógica da escola (conforme art. 12 da LDB) foi atualizado nos últimos 12 meses até a data de referência,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,TP_AEE,Atendimento Educacional Especializado (AEE),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,TP_ATIVIDADE_COMPLEMENTAR,Atividade Complementar,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ESCOLARIZACAO,"Escola possui uma ou mais matrículas de escolarização em alguma das seguintes etapas de ensino: Creche, Pré-Escola, Ensino Fundamental, Ensino Médio, Educação de Jovens e Adultos (EJA), Curso Técnico Concomitante, Curso Técnico Subsequente, Curso FIC Concomitante",,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_MEDIACAO_PRESENCIAL,Mediação didático-pedagógica oferecida pela escola - Presencial,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_MEDIACAO_SEMIPRESENCIAL,Mediação didático-pedagógica oferecida pela escola - Semipresencial,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_MEDIACAO_EAD,Mediação didático-pedagógica oferecida pela escola - Educação a Distância - EAD,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_REGULAR,"Modo, maneira ou metodologia de ensino correspondente às turmas com etapas de escolarização consecutivas, Creche ao Ensino Médio",,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_DIURNO,Turno - Diurno - Horário de início da turma de escolarização entre 05h e 16h,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_NOTURNO,Turno - Noturno - Horário de início da turma de escolarização entre 17h e 04h,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_EAD,Turno não aplicável para turmas semipresenciais ou de Educação a Distância (EAD),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_BAS,Educação Básica (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_INF,Etapa de Ensino - Educação Infantil (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_INF_CRE,Etapa de Ensino - Educação Infantil - Creche (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_INF_PRE,Etapa de Ensino - Educação Infantil - Pré-Escola (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_FUND,Etapa de Ensino - Ensino Fundamental (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_FUND_AI,Etapa de Ensino - Ensino Fundamental - Anos Iniciais (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_FUND_AF,Etapa de Ensino - Ensino Fundamental - Anos Finais (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_MED,Etapa de Ensino - Ensino Médio (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_PROF,Educação Profissional - Modo profissionalizante de ensino correspondente às turmas de cursos de formação inicial e continuada ou de qualificação profissional (Cursos FIC) articulados à EJA ou concomitantes; ou de cursos técnicos de nível médio nas formas articulada (integrada ou concomitante) ou subsequente ao ensino médio e de normal/magistério (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_PROF_TEC,"Educação Profissional Técnica - Modo profissionalizante de ensino correspondente às turmas de cursos técnicos de nível médio nas formas articulada (integrada ou concomitante), ou subsequente ao ensino médio e de normal/magistério (Possui uma ou mais matrículas)",,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_EJA,"Educação de Jovens e Adultos (EJA) - Modo, maneira ou metodologia de ensino correspondente às turmas destinadas a pessoas que não cursaram o ensino fundamental e/ou médio em idade própria (Possui uma ou mais matrículas)",,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_EJA_FUND,Educação de Jovens e Adultos (EJA) - Ensino Fundamental  (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_EJA_MED,Educação de Jovens e Adultos (EJA) - Ensino Médio (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ESP,Educação Especial - Inclui a Educação Especial Inclusiva (em Classes Comuns) e a Educação Especial Exclusiva (Possui uma ou mais matrículas),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ESP_CC,"Educação Especial Inclusiva (em Classes Comuns) - Escola possui um ou mais alunos com deficiência, transtorno global do desenvolvimento ou altas habilidades/superdotação estudando em classes comuns do Ensino Regular e/ou Educação de Jovens e Adultos (Possui uma ou mais matrículas)",,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,IN_ESP_CE,"Educação Especial Exclusiva - Escola exclusivamente especializada e/ou que possui classe especial exclusiva para o atendimento de alunos com deficiência, transtorno global do desenvolvimento ou altas habilidades/superdotação (Possui uma ou mais matrículas)",,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS,Número de Matrículas na Educação Básica,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_INF,Número de Matrículas na Educação Infantil,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_INF_CRE,Número de Matrículas na Educação Infantil - Creche,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_INF_PRE,Número de Matrículas na Educação Infantil - Pré-Escola,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_FUND,Número de Matrículas no Ensino Fundamental,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_FUND_AI,Número de Matrículas no Ensino Fundamental - Anos Iniciais,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_FUND_AF,Número de Matrículas no Ensino Fundamental - Anos Finais,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_MED,Número de Matrículas no Ensino Médio,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_PROF,Número de Matrículas na Educação Profissional,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_PROF_TEC,"Número de Matrículas na Educação Profissional Técnica - Modo profissionalizante de ensino correspondente às turmas de cursos técnicos de nível médio nas formas articuladas (integrada ou concomitante), ou subsequente ao ensino médio e de normal/magistério",,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_EJA,Número de Matrículas na Educação de Jovens e Adultos (EJA),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_EJA_FUND,Número de Matrículas na Educação de Jovens e Adultos (EJA) - Ensino Fundamental,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_EJA_MED,Número de Matrículas na Educação de Jovens e Adultos (EJA) - Ensino Médio,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_ESP,Número de Matrículas na Educação Especial,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_ESP_CC,Número de Matrículas na Educação Especial Inclusiva,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_ESP_CE,Número de Matrículas na Educação Especial Exclusiva,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_FEM,Número de Matrículas na Educação Básica - Feminino,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_MASC,Número de Matrículas na Educação Básica - Masculino,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_ND,Número de Matrículas na Educação Básica - Cor/Raça Não Declarada,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_BRANCA,Número de Matrículas na Educação Básica - Cor/Raça Branca,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_PRETA,Número de Matrículas na Educação Básica - Cor/Raça Preta,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_PARDA,Número de Matrículas na Educação Básica - Cor/Raça Parda,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_AMARELA,Número de Matrículas na Educação Básica - Cor/Raça Amarela,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_INDIGENA,Número de Matrículas na Educação Básica - Cor/Raça Indígena,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_0_3,Número de Matrículas na Educação Básica - Até 3 anos de idade,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_4_5,Número de Matrículas na Educação Básica - Entre 4 e 5 anos de idade,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_6_10,Número de Matrículas na Educação Básica - Entre 6 e 10 anos de idade,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_11_14,Número de Matrículas na Educação Básica - Entre 11 e 14 anos de idade,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_15_17,Número de Matrículas na Educação Básica - Entre 15 e 17 anos de idade,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_18_MAIS,Número de Matrículas na Educação Básica - Com 18 ou mais anos de idade,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_D,Número de Matrículas na Educação Básica - Turno Diurno,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_N,Número de Matrículas na Educação Básica - Turno Noturno,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_BAS_EAD,Número de Matrículas na Educação Básica - Turmas semipresenciais ou de Educação a Distância (EAD),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_INF_INT,Número de Matrículas na Educação Infantil - Tempo Integral,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_INF_CRE_INT,Número de Matrículas na Educação Infantil - Creche - Tempo Integral,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_INF_PRE_INT,Número de Matrículas na Educação Infantil - Pré-Escola - Tempo Integral,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_FUND_INT,Número de Matrículas no Ensino Fundamental - Tempo Integral,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_FUND_AI_INT,Número de Matrículas no Ensino Fundamental - Anos Iniciais - Tempo Integral,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_FUND_AF_INT,Número de Matrículas no Ensino Fundamental - Anos Finais - Tempo Integral,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_MAT_MED_INT,Número de Matrículas no Ensino Médio - Tempo Integral,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_BAS,Número de Docentes da Educação Básica,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_INF,Número de Docentes da Educação Infantil,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_INF_CRE,Número de Docentes da Educação Infantil - Creche,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_INF_PRE,Número de Docentes da Educação Infantil - Pré-Escola,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_FUND,Número de Docentes do Ensino Fundamental,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_FUND_AI,Número de Docentes do Ensino Fundamental - Anos Iniciais,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_FUND_AF,Número de Docentes do Ensino Fundamental - Anos Finais,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_MED,Número de Docentes do Ensino Médio,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_PROF,Número de Docentes da Educação Profissional,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_PROF_TEC,Número de Docentes da Educação Profissional Técnica,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_EJA,Número de Docentes da Educação de Jovens e Adultos (EJA),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_EJA_FUND,Número de Docentes da Educação de Jovens e Adultos (EJA) - Ensino Fundamental,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_EJA_MED,Número de Docentes da Educação de Jovens e Adultos (EJA) - Ensino Médio,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_ESP,Número de Docentes da Educação Especial,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_ESP_CC,Número de Docentes da Educação Especial Inclusiva,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_DOC_ESP_CE,Número de Docentes da Educação Especial Exclusiva,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_BAS,Número de Turmas de Educação Básica,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_INF,Número de Turmas de Educação Infantil,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_INF_CRE,Número de Turmas de Educação Infantil - Creche,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_INF_PRE,Número de Turmas de Educação Infantil - Pré-Escola,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_FUND,Número de Turmas de Ensino Fundamental,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_FUND_AI,Número de Turmas de Ensino Fundamental - Anos Iniciais,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_FUND_AF,Número de Turmas de Ensino Fundamental - Anos Finais,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_MED,Número de Turmas de Ensino Médio,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_PROF,Número de Turmas de Educação Profissional,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_PROF_TEC,Número de Turmas de Educação Profissional Técnica,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_EJA,Número de Turmas de Educação de Jovens e Adultos (EJA),,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_EJA_FUND,Número de Turmas de Educação de Jovens e Adultos (EJA) - Ensino Fundamental,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_EJA_MED,Número de Turmas de Educação de Jovens e Adultos (EJA) - Ensino Médio,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_ESP,Número de Turmas de Educação Especial,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_ESP_CC,Número de Turmas de Educação Especial Inclusiva,,dicionário_dados_educação_básica_2022.xlsx
2022,Cadastro_Escolas,QT_TUR_ESP_CE,Número de Turmas de Educação Especial Exclusiva,,dicionário_dados_educação_básica_2022.xlsx
2023,microdados_unidade_coleta,NU_ANO_CENSO,Ano do Censo,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NO_REGIAO,Nome da Região Geográfica,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_REGIAO,Código da Região Geográfica,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NO_UF,Nome da Unidade da Federação,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,SG_UF,Sigla da Unidade da Federação,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_UF,Código da Unidade da Federação,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NO_MUNICIPIO,Nome do Município,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_MUNICIPIO,Código do Município,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NO_REGIAO_GEOG_INTERM,Nome da Região Geográfica Intermediária,"A Fundação Instituto Brasileiro de Geografia e Estatísticas (IBGE), propôs em 2017 uma nova divisão geográfica regional do Brasil que correspondem às antigas Mesorregiões e Microrregiões. Assim, a partir de 2019, as regiões geográficas regionais são classificadas em Regiões Geográficas Intermediárias e Regiões Imediatas. No Censo Escolar, para fins de comparação ao longo dos anos, foram mantidas as variáveis de Mesorregiões e Microrregiões.",dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_REGIAO_GEOG_INTERM,Código da Região Geográfica Intermediária,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NO_REGIAO_GEOG_IMED,Nome da Região Geográfica Imediata,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_REGIAO_GEOG_IMED,Código da Região Geográfica Imediata,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NO_MESORREGIAO,Nome da Mesorregião,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_MESORREGIAO,Código da Mesorregião,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NO_MICRORREGIAO,Nome da Microrregião,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_MICRORREGIAO,Código da Microrregião,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_DISTRITO,Código completo do Distrito da escola,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NO_ENTIDADE,Nome da Escola,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_ENTIDADE,Código da Escola,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,TP_DEPENDENCIA,Dependência Administrativa,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,TP_CATEGORIA_ESCOLA_PRIVADA,Categoria da escola privada,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,TP_LOCALIZACAO,Localização,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,TP_LOCALIZACAO_DIFERENCIADA,Localização diferenciada da escola,"De 2007 a 2011:  
0 - Não se aplica
1 - Área de assentamento
2 - Terra indígena
3 - Área remanescente de quilombos
De 2012 a 2018:  
0 - A escola não está em área de localização diferenciada
1 - Área de assentamento
2 - Terra indígena
3 - Área remanescente de quilombos
4 - Unidade de uso sustentável
5 - Unidade de uso sustentável em terra indígena
6 - Unidade de uso sustentável em área 
remanescente de quilombos",dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,DS_ENDERECO,Endereço,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NU_ENDERECO,Número,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,DS_COMPLEMENTO,Complemento,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NO_BAIRRO,Bairro,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_CEP,CEP,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NU_DDD,DDD,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,NU_TELEFONE,Telefone,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,TP_SITUACAO_FUNCIONAMENTO,Situação de funcionamento,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,CO_ORGAO_REGIONAL,Código do Órgão Regional de Ensino,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,DT_ANO_LETIVO_INICIO,Início do ano letivo,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,DT_ANO_LETIVO_TERMINO,Término (previsão) do ano letivo,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,IN_VINCULO_SECRETARIA_EDUCACAO,Órgão ao qual a escola pública está vinculada - Secretaria de Educação/Ministério da Educação,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,IN_VINCULO_SEGURANCA_PUBLICA,Órgão ao qual a escola pública está vinculada - Secretaria de Segurança Pública/Forças Armadas/Militar,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,IN_VINCULO_SECRETARIA_SAUDE,Órgão ao qual a escola pública está vinculada - Secretaria de Saúde/Ministério da Saúde,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,IN_VINCULO_OUTRO_ORGAO,Órgão ao qual a escola pública está vinculada - Outro órgão da administração pública,,dicionário_dados_educação_básica_2023.xlsx
2023,microdados_unidade_coleta,IN_PODER_PUBLICO_PARCERIA,"Parceria ou convênio com o poder público (parceria ou convênio firmado entre a Administração Pública e instituições privadas ou instituições públicas de ensino, autarquias e fundações da administração indireta e demais instituições de educação profissional técnica de nível médio dos serviços sociais autônomos que integram o sistema federal de ensino, para financiamento do atendimento educacional ou para a oferta do itinerário de formação técnica e profissional do ensino médio)","Entre 2007 e 2021:
A variável IN_CONVENIADA_PP foi renomeada para:
IN_PODER_PUBLICO_PARCERIA",dicionário_dados_educação_básica_2023.xlsx
