ANO,TABELA_DICIONARIO,VARIAVEL_ORIGINAL,DESCRICAO_OFICIAL,NOTA_OFICIAL,DICIONARIO
2021,Cadastro_Escolas,NU_ANO_CENSO,Ano do Censo,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NO_REGIAO,Nome da região geográfica,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_REGIAO,Código da região geográfica,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NO_UF,Nome da Unidade da Federação,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,SG_UF,Sigla da Unidade da Federação,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_UF,Código da UF,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NO_MUNICIPIO,Nome do Município,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_MUNICIPIO,Código do Município,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NO_MESORREGIAO,Nome da Mesorregião,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_MESORREGIAO,Código da Mesorregião,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NO_MICRORREGIAO,Nome da Microrregião,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_MICRORREGIAO,Código da Microrregião,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_DISTRITO,Código completo do Distrito da escola,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_ENTIDADE,Código da Escola,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NO_ENTIDADE,Nome da Escola,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_DEPENDENCIA,Dependência Administrativa,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_CATEGORIA_ESCOLA_PRIVADA,Categoria da escola privada,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_LOCALIZACAO,Localização,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_LOCALIZACAO_DIFERENCIADA,Localização diferenciada da escola,"De 2007 a 2011:  
0 - Não se aplica
1 - Área de assentamento
2 - Terra indígena
3 - Área remanescente de quilombos
De 2012 a 2018:  
0 - A escola não está em área de localização diferenciada
1 - Área de assentamento
2 - Terra indígena
3 - Área remanescente de quilombos
4 - Unidade de uso sustentável
5 - Unidade de uso sustentável em terra indígena
6 - Unidade de uso sustentável em área 
remanescente de quilombos",dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,DS_ENDERECO,Endereço,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NU_ENDERECO,Número,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,DS_COMPLEMENTO,Complemento,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NO_BAIRRO,Bairro,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_CEP,CEP,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NU_DDD,DDD,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NU_TELEFONE,Telefone,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_SITUACAO_FUNCIONAMENTO,Situação de funcionamento,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_ORGAO_REGIONAL,Código do Órgão Regional de Ensino,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,DT_ANO_LETIVO_INICIO,Início do ano letivo,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,DT_ANO_LETIVO_TERMINO,Término (Previsão) do ano letivo,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_VINCULO_SECRETARIA_EDUCACAO,Órgão que a escola pública está vinculada - Secretaria de Educação/Ministério da Educação,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_VINCULO_SEGURANCA_PUBLICA,Órgão que a escola pública está vinculada - Secretaria de Segurança Pública/Forças Armadas/Militar,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_VINCULO_SECRETARIA_SAUDE,Órgão que a escola pública está vinculada - Secretaria de Saúde/Ministério da Saúde,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_VINCULO_OUTRO_ORGAO,Órgão que a escola pública está vinculada - Outro órgão da administração pública,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_CONVENIADA_PP,Conveniada com o poder público,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_CONVENIO_PODER_PUBLICO,Dependência do convênio com o poder público,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_MANT_ESCOLA_PRIVADA_EMP,Mantenedora da escola privada - Empresa ou grupo empresarial do setor privado ou pessoa física,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_MANT_ESCOLA_PRIVADA_ONG,Mantenedora da escola privada - Organização não governamental (ONG) - internacional ou nacional,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_MANT_ESCOLA_PRIVADA_OSCIP,Mantenedora da escola privada - Organização da Sociedade Civil de Interesse Público (Oscip),,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_MANT_ESCOLA_PRIV_ONG_OSCIP,"Mantenedora da escola privada - Organização não governamental (ONG) - internacional ou nacional.
Organização da Sociedade Civil de Interesse Público (Oscip)","A partir de 2019:
Variável derivada juntando IN_MANT_ESCOLA_PRIVADA_ONG e IN_MANT_ESCOLA_PRIVADA_OSCIP",dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_MANT_ESCOLA_PRIVADA_SIND,"Mantenedora da escola privada - Sindicatos de trabalhadores ou patronais, associações e cooperativas",,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_MANT_ESCOLA_PRIVADA_SIST_S,"Mantenedora da escola privada - Sistema S (Sesi, Senai, Sesc, Outros)",,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_MANT_ESCOLA_PRIVADA_S_FINS,Mantenedora da escola privada - Instituições sem fins lucrativos,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NU_CNPJ_ESCOLA_PRIVADA,Número do CNPJ da escola privada,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,NU_CNPJ_MANTENEDORA,Número do CNPJ da mantenedora principal da escola privada,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_REGULAMENTACAO,"Regulamentação/Autorização no conselho ou órgão municipal, estadual ou federal de educação",,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_RESPONSAVEL_REGULAMENTACAO,Esfera administrativa do conselho ou órgão responsável pela Regulamentação/Autorização,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_ESCOLA_SEDE_VINCULADA,Código da escola sede,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,CO_IES_OFERTANTE,Código da IES vinculada à escola,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_PREDIO_ESCOLAR,Local de funcionamento da escola - Prédio Escolar,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_OCUPACAO_PREDIO_ESCOLAR,Forma de ocupação do Prédio escolar,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_SALAS_EMPRESA,Local de funcionamento da escola - Salas de empresa,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_SOCIOEDUCATIVO,Local de funcionamento da escola - Unidade de Atendimento socioeducativo,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_UNID_PRISIONAL,Local de funcionamento da escola - Unidade Prisional,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_PRISIONAL_SOCIO,Local de funcionamento da escola - Unidade Prisional ou Unidade de atendimento socioeducativo,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_TEMPLO_IGREJA,Local de funcionamento da escola - Templo/Igreja,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_CASA_PROFESSOR,Local de funcionamento da escola - Casa do professor,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_GALPAO,Local de funcionamento da escola - Galpão/Rancho/Paiol/Barracão,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,TP_OCUPACAO_GALPAO,Forma de ocupação do Galpão/Rancho/Paiol/Barracão,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_SALAS_OUTRA_ESC,Local de funcionamento da escola - Salas em outra escola,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LOCAL_FUNC_OUTROS,Local de funcionamento da escola - Outros,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_PREDIO_COMPARTILHADO,Prédio compartilhado com outra escola,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_AGUA_FILTRADA,Água consumida pelos alunos,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_AGUA_POTAVEL,Fornece água potável para o consumo humano,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_AGUA_REDE_PUBLICA,Abastecimento de água - Rede pública,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_AGUA_POCO_ARTESIANO,Abastecimento de água - Poço artesiano,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_AGUA_CACIMBA,Abastecimento de água - Cacimba/Cisterna/Poço,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_AGUA_FONTE_RIO,Abastecimento de água - Fonte/Rio/Igarapé/Riacho/Córrego,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_AGUA_INEXISTENTE,Abastecimento de água - Não há abastecimento de água,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ENERGIA_REDE_PUBLICA,Abastecimento de energia elétrica - Rede pública,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ENERGIA_GERADOR,Abastecimento de energia elétrica - Gerador,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ENERGIA_GERADOR_FOSSIL,Abastecimento de energia elétrica - Gerador movido a combustível fóssil,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ENERGIA_OUTROS,Abastecimento de energia elétrica - Outros (Energia alternativa),,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ENERGIA_RENOVAVEL,"Abastecimento de energia elétrica - Fontes de energia renováveis ou alternativas (gerador a biocombustível e/ou biodigestores, eólica, solar, outras)",,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ENERGIA_INEXISTENTE,Abastecimento de energia elétrica - Não há energia elétrica,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ESGOTO_REDE_PUBLICA,Esgoto sanitário - Rede pública,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ESGOTO_FOSSA_SEPTICA,Esgoto sanitário - Fossa Séptica,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ESGOTO_FOSSA_COMUM,Esgoto sanitário - Fossa rudimentar/comum,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ESGOTO_FOSSA,Esgoto sanitário - Fossa,"A partir de 2019:
Variável derivada juntando IN_ESGOTO_FOSSA_SEPTICA e IN_ESGOTO_FOSSA_COMUM",dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ESGOTO_INEXISTENTE,Esgoto sanitário - Não há esgotamento sanitário,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LIXO_SERVICO_COLETA,Destinação do lixo - Serviço de coleta,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LIXO_QUEIMA,Destinação do lixo - Queima,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LIXO_ENTERRA,Destinação do lixo - Enterra,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LIXO_DESTINO_FINAL_PUBLICO,Destinação do lixo - Leva a uma destinação final financiada pelo poder público,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LIXO_DESCARTA_OUTRA_AREA,Destinação do lixo - Descarta em outra área,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LIXO_JOGA_OUTRA_AREA,Destinação do lixo - Joga em outra área,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LIXO_OUTROS,Destinação do lixo - Outros,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LIXO_RECICLA,Tratamento do lixo/resíduos que a escola realiza - Reciclagem,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_TRATAMENTO_LIXO_SEPARACAO,Tratamento do lixo/resíduos que a escola realiza - Separação do lixo/resíduos,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_TRATAMENTO_LIXO_REUTILIZA,Tratamento do lixo/resíduos que a escola realiza - Reaproveitamento/reutilização,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_TRATAMENTO_LIXO_RECICLAGEM,Tratamento do lixo/resíduos que a escola realiza - Reciclagem,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_TRATAMENTO_LIXO_INEXISTENTE,Tratamento do lixo/resíduos que a escola realiza - Não faz tratamento,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ALMOXARIFADO,Dependências físicas existentes e utilizadas na escola - Almoxarifado,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_AREA_VERDE,Dependências físicas existentes e utilizadas na escola - Área Verde,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_AUDITORIO,Dependências físicas existentes e utilizadas na escola - Auditório,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BANHEIRO_FORA_PREDIO,Dependências físicas existentes e utilizadas na escola - Banheiro fora do prédio,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BANHEIRO_DENTRO_PREDIO,Dependências físicas existentes e utilizadas na escola - Banheiro dentro do prédio,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BANHEIRO,Dependências físicas existentes e utilizadas na escola - Banheiro,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BANHEIRO_EI,Dependências físicas existentes e utilizadas na escola - Banheiro adequado à educação infantil,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BANHEIRO_PNE,"Dependências físicas existentes e utilizadas na escola - Banheiro acessível, adequado ao uso de pessoas com deficiência ou mobilidade reduzida",,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BANHEIRO_FUNCIONARIOS,Dependências físicas existentes e utilizadas na escola - Banheiro exclusivo para os funcionários,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BANHEIRO_CHUVEIRO,Dependências físicas existentes e utilizadas na escola - Banheiro ou vestiário com chuveiro,"De 2012 a 2018: ""Banheiro com chuveiro""
A partir de 2019: ""Banheiro ou vestiário com chuveiro""",dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BERCARIO,Dependências físicas existentes e utilizadas na escola - Berçário,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BIBLIOTECA,Dependências físicas existentes e utilizadas na escola - Biblioteca,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_BIBLIOTECA_SALA_LEITURA,Dependências físicas existentes e utilizadas na escola - Biblioteca e/ou Sala de leitura,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_COZINHA,Dependências físicas existentes e utilizadas na escola - Cozinha,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_DESPENSA,Dependências físicas existentes e utilizadas na escola - Despensa,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_DORMITORIO_ALUNO,Dependências físicas existentes e utilizadas na escola - Dormitório de Aluno,"De 2012 a 2018: ""Alojamento de aluno""
A partir de 2019: ""Dormitório de aluno(a)",dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_DORMITORIO_PROFESSOR,Dependências físicas existentes e utilizadas na escola - Dormitório de professor,"De 2012 a 2018: ""Alojamento de professor""
A partir de 2019: ""Dormitório de professor(a)""",dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LABORATORIO_CIENCIAS,Dependências físicas existentes e utilizadas na escola - Laboratório de ciências,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LABORATORIO_INFORMATICA,Dependências físicas existentes e utilizadas na escola - Laboratório de informática,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_PATIO_COBERTO,Dependências físicas existentes e utilizadas na escola - Pátio Coberto,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_PATIO_DESCOBERTO,Dependências físicas existentes e utilizadas na escola - Pátio Descoberto,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_PARQUE_INFANTIL,Dependências físicas existentes e utilizadas na escola - Parque infantil,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_PISCINA,Dependências físicas existentes e utilizadas na escola - Piscina,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_QUADRA_ESPORTES,Dependências físicas existentes e utilizadas na escola - Quadra de esportes coberta ou descoberta,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_QUADRA_ESPORTES_COBERTA,Dependências físicas existentes e utilizadas na escola - Quadra de esportes Coberta,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_QUADRA_ESPORTES_DESCOBERTA,Dependências físicas existentes e utilizadas na escola - Quadra de esportes Descoberta,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_REFEITORIO,Dependências físicas existentes e utilizadas na escola - Refeitório,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SALA_ATELIE_ARTES,Dependências físicas existentes e utilizadas na escola - Sala/ateliê de artes,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SALA_MUSICA_CORAL,Dependências físicas existentes e utilizadas na escola -  Sala de música/coral,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SALA_ESTUDIO_DANCA,Dependências físicas existentes e utilizadas na escola - Sala/estúdio de dança,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SALA_MULTIUSO,"Dependências físicas existentes e utilizadas na escola - Sala multiuso (música, dança e artes)",,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SALA_DIRETORIA,Dependências físicas existentes e utilizadas na escola - Sala de Diretoria,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SALA_LEITURA,Dependências físicas existentes e utilizadas na escola - Sala de Leitura,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SALA_PROFESSOR,Dependências físicas existentes e utilizadas na escola - Sala de professores,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SALA_REPOUSO_ALUNO,Dependências físicas existentes e utilizadas na escola - Sala de repouso para aluno(a),,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SECRETARIA,Dependências físicas existentes e utilizadas na escola - Sala de secretaria,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_SALA_ATENDIMENTO_ESPECIAL,Dependências físicas existentes e utilizadas na escola - Sala de recursos Multifuncionais para Atendimento Educacional Especializado (AEE),,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_TERREIRAO,"Dependências físicas existentes e utilizadas na escola - Terreirão (área para prática desportiva e recreação sem cobertura, sem piso e sem edificações)",,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_VIVEIRO,Dependências físicas existentes e utilizadas na escola -  Viveiro/criação de animais,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_DEPENDENCIAS_PNE,Dependências físicas existentes e utilizadas na escola - Dependências e vias adequadas a alunos com deficiência ou mobilidade reduzida,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_LAVANDERIA,Dependências físicas existentes e utilizadas na escola - Lavanderia,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_DEPENDENCIAS_OUTRAS,Dependências existentes na escola - Nenhuma das dependências relacionadas,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ACESSIBILIDADE_CORRIMAO,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Corrimão e guarda corpos,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ACESSIBILIDADE_ELEVADOR,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Elevador,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ACESSIBILIDADE_PISOS_TATEIS,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Pisos táteis,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ACESSIBILIDADE_VAO_LIVRE,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Portas com vão livre de no mínimo 80 cm,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ACESSIBILIDADE_RAMPAS,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Rampas,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ACESSIBILIDADE_SINAL_SONORO,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização sonora,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ACESSIBILIDADE_SINAL_TATIL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização tátil (piso/paredes),,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ACESSIBILIDADE_SINAL_VISUAL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização visual (piso/paredes),,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_ACESSIBILIDADE_INEXISTENTE,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Nenhum dos recursos de acessibilidade listados,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,QT_SALAS_EXISTENTES,Número de salas de aula existentes na escola,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,QT_SALAS_UTILIZADAS_DENTRO,Número de salas de aula utilizadas na escola - Dentro do prédio,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,QT_SALAS_UTILIZADAS_FORA,Número de salas de aula utilizadas na escola - Fora do prédio,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,QT_SALAS_UTILIZADAS,Número de salas de aula utilizadas na escola (dentro e fora do prédio),"A partir de 2019:
Variável derivada juntando QT_SALAS_UTILIZADAS_DENTRO e QT_SALAS_UTILIZADAS_FORA",dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,QT_SALAS_UTILIZA_CLIMATIZADAS,Condições das salas de aula utilizadas na escola (dentro e fora do prédio escolar) - Número de salas de aula climatizadas,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,QT_SALAS_UTILIZADAS_ACESSIVEIS,Condições das salas de aula utilizadas na escola (dentro e fora do prédio escolar) - Número de salas de aula com acessibilidade para pessoas com deficiência ou mobilidade reduzida,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_EQUIP_PARABOLICA,Equipamentos existentes na escola para uso técnico e administrativo - Antena parabólica,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_COMPUTADOR,Equipamentos existentes na escola para uso técnico e administrativo - Computador,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_EQUIP_COPIADORA,Equipamentos existentes na escola para uso técnico e administrativo - Copiadora,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_EQUIP_IMPRESSORA,Equipamentos existentes na escola para uso técnico e administrativo - Impressora,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_EQUIP_IMPRESSORA_MULT,Equipamentos existentes na escola para uso técnico e administrativo - Impressora Multifuncional,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_EQUIP_SCANNER,Equipamentos existentes na escola para uso técnico e administrativo - Scanner,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_EQUIP_NENHUM,"Nenhum dos equipamentos listados para uso técnico e administrativo - Antena parabólica, Computador, Copiadora, Impressora, Impressora Multifuncional ou Scanner",,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_EQUIP_DVD,Equipamentos existentes na escola para o processo ensino aprendizagem - DVD/Blu-ray,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,QT_EQUIP_DVD,Quantidade de Aparelhos de DVD/Blu-ray,"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888.",dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_EQUIP_SOM,Equipamentos existentes na escola para o processo ensino aprendizagem - Aparelho de som,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,QT_EQUIP_SOM,Quantidade de Aparelhos de som,"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888.",dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,IN_EQUIP_TV,Equipamentos existentes na escola para o processo ensino aprendizagem - Aparelho de televisão,,dicionário_dados_educação_básica_2021.xlsx
2021,Cadastro_Escolas,QT_EQUIP_TV,Quantidade de Aparelhos de televisão,"Em 2019:
primeiro ano em que foi aplicado tratamento de valores extremos, que são marcados com o código 88888.",dicionário_dados_educação_básica_2021.xlsx
